UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Ngaso6,@ngaso6_ngaso,2023-04-08T12:04:40.000Z,"Ngaso6
@ngaso6_ngaso
·
Apr 8","Mh waziri 
@ummymwalimu
 hivi vituo hewa mlivyokuwa mnalipa hela alikuwa anapokea nani? Umekuwa kwenye afya mda mrefu. Mkapima mapapai na kambale mkaficha idadi ya wagonjwa wa covid19 mmezika kihuni watu wengi tu ule wakati. Sasa hizi mlizolipa vituo hewa ni Kodi zetu. Umo na wewe.",,22,18,117,['https://pbs.twimg.com/media/FtMNAbDXwAEHGdQ?format=jpg&name=small'],https://twitter.com/ngaso6_ngaso/status/1644672607571042309
Ntele,@WisemanNtele,2023-04-11T09:30:20.000Z,"Ntele
@WisemanNtele
·
Apr 11","""Serikali za mitaa ni Muhimu kwa watu wote.Ukiona Fedha za Serikai za mitaa zimeibiwa,tafsiri yake zimeibiwaDawa, Hospitali, Barabara na Shule."" 
@ExMayorUbungo
 
#UwajibikajiRipotiyaCAG #KatibaMpya",,,15,5,['https://pbs.twimg.com/media/FtbGdtWXsAYdHEq?format=jpg&name=small'],https://twitter.com/WisemanNtele/status/1645720930927124480
Gus.Fring,@bradjrr,2023-04-08T10:58:39.000Z,"Gus.Fring
@bradjrr
·
Apr 8","Watu wa Meru Tupatane huko Checkmate Lounge leo, usiachwe nyuma. All your favorite artists will be performing ,vibes and music from Wakadinali wenyewe.

Entry ni Tusker mbili baridi, Pale kwa Decks will be Gibbz Tha Daqchild!
 
@tuskerlager
 #TuskerFest
#ad",,3,29,36,['https://pbs.twimg.com/media/FtL95q6XwAYnJIa?format=jpg&name=small'],https://twitter.com/bradjrr/status/1644655991131189252
joemakker,@joemakker,2023-04-10T07:05:26.000Z,"joemakker
@joemakker
·
Apr 10","Replying to 
@iammwanjala",🙌 🙌 🙌,1,,1,['https://pbs.twimg.com/media/FtVbtKqXgAIWvr2?format=jpg&name=small'],https://twitter.com/joemakker/status/1645322078772510720
Leonard Malley,@malley_leonard,2023-04-12T21:32:35.000Z,"Leonard Malley
@malley_leonard
·
9h","Replying to 
@mdudechadematz",,1,1,4,['https://pbs.twimg.com/media/Fti1VXCWwAEH_lS?format=jpg&name=small'],https://twitter.com/malley_leonard/status/1646265078088450048
'THE' Adam,@Adambrv,2023-04-08T10:51:22.000Z,"'THE' Adam
@Adambrv
·
Apr 8","Tanzania  
Winfrida The Drumstick!
She beating everyone like a drum in #ASFC 

Mwanetu anapiga watu kama ngoma huko Afrika Kusini! Nina uhakika asipopata scholarship kwenda Ulaya kusoma na kucheza kandanda Simba tayari watakua wana mpango nae

Fountain Gate Dodoma ni noma",,4,2,47,['https://pbs.twimg.com/media/FtL8O5QWcAIz_kC?format=jpg&name=small'],https://twitter.com/Adambrv/status/1644654158052577280
CREED™,@Officialecky1,2023-04-04T13:21:50.000Z,"CREED™
@Officialecky1
·
Apr 4",Kuja uambie watu mbna hujanifollow ,😂,1,9,15,['https://pbs.twimg.com/media/Fs34UeZWwAIU1Yf?format=jpg&name=small'],https://twitter.com/Officialecky1/status/1643242472917565445
Chuga Bwoy,@Bwoy_Zackie,2023-04-05T05:02:58.000Z,"Chuga Bwoy
@Bwoy_Zackie
·
Apr 5","Hapa n South Africa kiongozi wa chama cha upinzan huko South Julius Malema wa cham cha EFF 

Kaongoz maandamano mpak kweny ofisi za ubaloz wa Uganda  huko South hoja ikiw nikupinga mswada ulopitishwa na Uganda Anti-gay

Wanadai mashoga nao ni watu na wana haki",🍁,11,10,18,['https://pbs.twimg.com/media/Fs7PuYqXwAMiJ5Y?format=jpg&name=small'],https://twitter.com/Bwoy_Zackie/status/1643479320172666880
Abashwili,@mwenye_kiri,2023-04-12T12:06:21.000Z,"Abashwili
@mwenye_kiri
·
19h",Mtu ni watu. I now understand why the have nots are struggling kulipia watoto school fees wasome pamoja na dynasties,😭,,,3,"['https://pbs.twimg.com/media/Ftgzw0tXwAA1kfq?format=jpg&name=360x360', 'https://pbs.twimg.com/profile_images/1472486423202873346/RWYT1um3_mini.jpg', 'https://pbs.twimg.com/media/Ftgy47aX0AAmMMu?format=jpg&name=120x120']",https://twitter.com/mwenye_kiri/status/1646122580632297473
OBBY,@obby__davinci,2023-04-09T19:46:00.000Z,"OBBY
@obby__davinci
·
Apr 9","Replying to 
@khalifasaidi_",,5,1,7,"['https://pbs.twimg.com/media/FtTAIsjXwAIEXbN?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtTAJrfX0AcZUsU?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtTALW5XgAA8X4Z?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtTAMw8XsAAtzYv?format=jpg&name=360x360']",https://twitter.com/obby__davinci/status/1645151093897281538
#WenyeNchiWananchi,@KatibaMpyaTz_,2023-04-06T07:30:22.000Z,"#WenyeNchiWananchi
@KatibaMpyaTz_
·
Apr 6","“Tuna katiba ya ajabu kiasi kwamba watu wakifanya mambo maovu badala ya kuwajibishwa ila wanapewa zawadi ya teuzi kama kina Kingai na Wambura, #KatibaMpya ni muhimu” — 
@Abdiazizmohd786
 #KatibaMpya  #WenyeNchiWananchi  VIDEO : https://bit.ly/3JDWJCf",,,20,3,['https://pbs.twimg.com/media/FtA7DyJWwA05KrJ?format=jpg&name=small'],https://twitter.com/KatibaMpyaTz_/status/1643878802378964993
Vitus Nkuna,@VitusNkuna,2023-04-04T17:25:32.000Z,"Vitus Nkuna
@VitusNkuna
·
Apr 4","Mkongobaki ni  Kata inayopatikana Wilaya ya Ludewa katika Mkoa wa Njombe, Diwani aliefukuzwa ni Mhe. Nestory Zakaria Kayombo wa CCM.
Kisa ni mtu ambae hana msimamo kwenye jamii.
Watu wa Mkongobaki  Mnajua kuupiga mwingiiiiii",,,4,47,['https://pbs.twimg.com/media/Fs4wGIgWYDMx_em?format=jpg&name=small'],https://twitter.com/VitusNkuna/status/1643303805155524608
RASHIDI ADINANI,@Rasheed_Atm,2023-04-05T06:45:32.000Z,"RASHIDI ADINANI
@Rasheed_Atm
·
Apr 5","Fitna kubwa tuliyo nayo hivi sasa ni hawa wanao dai usalafi hali ya kuwa wako kinyume na usalafi katika mambo yao 

Hivyo rududi zetu tunazielekeza huko zaidi kwa sababu wana babaisha watu na kuonekana usalafi umegawika gawika.",,1,1,4,['https://pbs.twimg.com/media/Fs7nMkWXoAEqQ8R?format=jpg&name=small'],https://twitter.com/Rasheed_Atm/status/1643505128165498882
jey brewok,@sukajaeyunn,2023-04-09T04:35:30.000Z,"jey brewok
@sukajaeyunn
·
Apr 9","Replying to 
@chsseballnoo",😈 😱 😱,1,,,['https://pbs.twimg.com/media/FtPvzbuaEAIEtyZ?format=jpg&name=small'],https://twitter.com/sukajaeyunn/status/1644921959237705732
Playabet,@playabetkenya,2023-04-04T17:14:28.000Z,"Playabet
@playabetkenya
·
Apr 4","Winners will always keep winning. Usiachwe nyuma watu wakijishindia vi-major na Pickmoja

Congratulations to our winners

Ni rahisi kucheza.
 Dial *474#
 Choose option 5
 Enter Lucky No.
 Enter Stake between 10-1000
 WIN 8X YOUR STAKE",🎉 ✅ 🤑,,,1,"['https://pbs.twimg.com/media/Fs4tiluaQAEUopF?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fs4tiluaIAUrHq5?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fs4tiluaMAcCe04?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fs4tilsaQAA6CRr?format=jpg&name=360x360']",https://twitter.com/playabetkenya/status/1643301019403825152
Muelle Deville,@Sammy__Muelle,2023-04-12T05:37:14.000Z,"Muelle Deville
@Sammy__Muelle
·
Apr 12","There's a girl who loved me unapologetically end of 2020,n she told Hawa huogopa ukiwa na dame atakuchanua,na usiwahi waoneshe uwoga yoyote,ni watu na wivu, miserable,sad,sick,let nobody tell u how u to live ur life,ndio u see my Lover has Peace",❣ 🎀 ♠ ✔ 🙏 🥇 🏉 🎸 🥇 🎱 🏁 🏆,,,,['https://pbs.twimg.com/media/FtfaqxPXgAEQ12o?format=jpg&name=small'],https://twitter.com/Sammy__Muelle/status/1646024654987853825
Chadema Kanda ya Serengeti,@ChademaSerenget,2023-04-09T09:50:53.000Z,"Chadema Kanda ya Serengeti
@ChademaSerenget
·
Apr 9","Kristu amefufuka.

Pasaka hii ambayo ni nembo ya ushindi wa Kristu, iwe chemchem iliyojaa imani ituvushayo katika magumu ya dunia.

Heri ya sikukuu ya Pasaka. 
@freemanmbowetz",,1,10,32,['https://pbs.twimg.com/media/FtQ3-2wWYAA97-p?format=jpg&name=small'],https://twitter.com/ChademaSerenget/status/1645001324952530944
Luiii (busy),@nhulimsbao,2023-04-09T08:44:35.000Z,"Luiii (busy)
@nhulimsbao
·
Apr 9",Memang dunia ni milik korang berdua je ,😁,,,3,"['https://pbs.twimg.com/media/FtQozrBakAA1lYZ?format=jpg&name=small', 'https://pbs.twimg.com/media/FtQoz7YakAEHrFX?format=jpg&name=small', 'https://pbs.twimg.com/media/FtQo0K3akAI17wW?format=jpg&name=small']",https://twitter.com/nhulimsbao/status/1644984642871889921
Lembrus Mchome,@LembrusMchome,2023-04-11T05:30:05.000Z,"Lembrus Mchome
@LembrusMchome
·
Apr 11","Mhe 
@SuluhuSamia
 watu wanaokusifia ni watu hatari sana kwakua mpaka sasa hakuna hatua kali ulizochukua baada ya report. Hatua za kisheria zinatakiwa kuchukuliwa kwa wote waliohusika na wizi wa pesa za umma usikubali kupakwa mafuta kwa mgongo wachupa.
#UwajibikajiRipotiyaCAG",,1,7,8,['https://pbs.twimg.com/media/FtaPeGoWcAEZ3IX?format=jpg&name=small'],https://twitter.com/LembrusMchome/status/1645660470093783041
souljah69,@souljah6909,2023-04-05T20:09:39.000Z,"souljah69
@souljah6909
·
Apr 5",Declining her facetime request so that she can do a real visit.Sisi ni watu wakubwa.,,,,1,['https://pbs.twimg.com/media/Fs-fQOVXgAEWv39?format=jpg&name=small'],https://twitter.com/souljah6909/status/1643707494512963588
Broke Tech Girl,@giriamababe,2023-04-08T10:50:12.000Z,"Broke Tech Girl
@giriamababe
·
Apr 8","#ad 
Watu wa Meru mko ready for #TuskerFest!?Bringing nothing leo but good vibes pale Checkmate Lounge. Entrance ni only Tusker mbili baridi. Kuja na  squadi tujibambe na music from Wakadinali, Maandy, Runboy254, Gibbzz Tha Daqchild na Mc Emma. Mapema ndo best na 
@TuskerLager
 !!",🥹,1,10,16,['https://pbs.twimg.com/media/FtL79l2WwAARKFL?format=jpg&name=small'],https://twitter.com/giriamababe/status/1644653868003852288
JohMabus,@jthemanof1,2023-04-10T07:55:55.000Z,"JohMabus
@jthemanof1
·
Apr 10","School Bus life halijawai kuwa fair kabisa aisee,wakati watu wanapambana kununu Yutong kwa biashara kuna mwamba mmoja ana Polo G7 alafu ni school bus 
@Adventure_36
 
@t_mabasi1
 
@TBoundBuses
 
@BusesDaily
 
@PabloYende
 
@Kataramaluxury
 
Maisha kupanga ni kuchagua Aiseee.",😋 😋 😂 😂 🙌,6,5,49,[],https://twitter.com/jthemanof1/status/1645334779879997442
Thoughtful,@Mzalendo_TZn,2023-04-05T05:00:46.000Z,"Thoughtful
@Mzalendo_TZn
·
Apr 5","Replying to 
@rollymsouth",,2,,2,['https://pbs.twimg.com/media/Fs7PKjHWAAEWqwo?format=jpg&name=small'],https://twitter.com/Mzalendo_TZn/status/1643478763320033286
,,2023-04-12T05:55:19.000Z,,,,,,,['https://pbs.twimg.com/media/Ftfer6UWIAA-O6u?format=jpg&name=small'],https://twitter.com/earadiofm/status/1646029205967101952
,,2023-04-12T14:22:01.000Z,,,,,,,['https://pbs.twimg.com/media/FthSzrsXsAYjXNN?format=jpg&name=small'],https://twitter.com/JamiiForums/status/1646156722195578890
,,2023-04-03T18:25:26.000Z,,,🫠 🫠,,,,"['https://pbs.twimg.com/media/Fsz0N2SWIAQEEgx?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fsz0N2aWYAAiqeA?format=jpg&name=small', 'https://pbs.twimg.com/media/Fsz0N2RWIAktEdJ?format=jpg&name=small', 'https://pbs.twimg.com/media/Fsz0N2TWIAUKKtI?format=jpg&name=360x360', 'https://pbs.twimg.com/profile_images/1536388766910251010/-Zeyx-T5_mini.jpg']",https://twitter.com/jaeminds3/status/1642956488716189696
,,2023-04-09T12:00:09.000Z,,,,42,88,503,['https://pbs.twimg.com/media/FtRVkhNWcAc2dvZ?format=jpg&name=small'],https://twitter.com/IbnulHussein/status/1645033858360811521
Mr Reliable,@EdwinKM9,2023-04-04T16:58:25.000Z,"Mr Reliable
@EdwinKM9
·
Apr 4",Huyu aliachanga kuongea na Mimi kumbe nilimuuliza kama watu kwao ni wazimu badala wazima,,,,,['https://pbs.twimg.com/media/Fs4p00tWYBI2Fi_?format=jpg&name=small'],https://twitter.com/EdwinKM9/status/1643296979252830212
,,2023-04-13T04:08:24.000Z,,,🚦 🚌,,,,['https://pbs.twimg.com/media/FtkP82sXgAAKLTl?format=jpg&name=small'],https://twitter.com/Ngoloyape/status/1646364687297118208
,,2023-04-11T08:42:28.000Z,,,👑,,,,['https://pbs.twimg.com/media/Fta7glgXoAMCd79?format=jpg&name=small'],https://twitter.com/nyuki_malkia/status/1645708885263622144
,,2023-04-09T07:36:50.000Z,,,,,,,['https://pbs.twimg.com/media/FtQZLOHWcAAH9--?format=jpg&name=small'],https://twitter.com/FestoNgadaya/status/1644967593172664320
,,2023-04-08T16:35:03.000Z,,,,,,,['https://pbs.twimg.com/media/FtNK59oXsAICnXA?format=jpg&name=small'],https://twitter.com/MaithyaKE/status/1644740651563511811
,,2023-04-05T16:20:51.000Z,,,,8,14,40,['https://pbs.twimg.com/media/Fs9q4u_WYAEbzoO?format=jpg&name=small'],https://twitter.com/JwKusu/status/1643649914725888002
Akbas Omondi,@Ammar_Kassim8,2023-04-07T19:09:08.000Z,"Akbas Omondi
@Ammar_Kassim8
·
Apr 7",Nyi watu mapenzi ni kitu tamu sana,,8,44,890,['https://pbs.twimg.com/media/FtIkk3KXoAMgvWr?format=jpg&name=small'],https://twitter.com/Ammar_Kassim8/status/1644417037207314452
El_Chapo,@El_chapo10000,2023-04-12T05:41:08.000Z,"El_Chapo
@El_chapo10000
·
Apr 12","C.N  Annadurai kutoka nchini india anatajwa kua ni mwanadamu aliesindikizwa na watu wengi zaidi kwenye mazishi yake ambapo watu takribani million 15 walifika kumsindikiza kwenye  safari yake ya mwisho mnamo 1969

Ilikuaje shuka nayo ",™ ◾,,,,['https://pbs.twimg.com/media/FtfblkxaEAAfmGI?format=jpg&name=360x360'],https://twitter.com/El_chapo10000/status/1646025639529463810
,,2023-04-11T16:12:26.000Z,,,😂,,,,['https://pbs.twimg.com/media/FtcifF1WAAMztHt?format=jpg&name=900x900'],https://twitter.com/rutorojaz/status/1645822124118900742
,,2023-04-05T09:22:20.000Z,,,🔥 😄,,,,['https://pbs.twimg.com/media/Fs8KoeZWcAEeRWu?format=jpg&name=small'],https://twitter.com/inframe_tz/status/1643544588274024448
,,2023-04-09T09:45:50.000Z,,,,,,,['https://pbs.twimg.com/media/FtQ21GnWwAEU83W?format=jpg&name=small'],https://twitter.com/freemanmbowetz/status/1645000054631964673
,,2023-04-06T15:26:25.000Z,,,,2,4,68,['https://pbs.twimg.com/media/FtCoA6nagAIHXiW?format=jpg&name=small'],https://twitter.com/AllanNyash/status/1643998601914507266
Emmanuel Mussa,@emmanuelmussa_,2023-04-07T17:47:09.000Z,"Emmanuel Mussa
@emmanuelmussa_
·
Apr 7",Swali: Hawa watu wa Huduma ya kwanza uwanjani ni Professional ya Afya au ni Trained Citizens,,2,6,452,['https://pbs.twimg.com/media/FtIRyJTXoAI-WEg?format=jpg&name=small'],https://twitter.com/emmanuelmussa_/status/1644396407011385372
ZEE LA UZI,@zeelauzi,2023-04-09T09:37:40.000Z,"ZEE LA UZI
@zeelauzi
·
Apr 9","GAMBOSHI 09
Babu alitabasamu na kunijibu,

""Kwa jina naitwa babu mkombozi, kulingana ninavyookoa ",,,,,['https://pbs.twimg.com/media/FtQ09WJXgAAdbJ8?format=jpg&name=small'],https://twitter.com/zeelauzi/status/1644998001113411585
,,2023-04-11T11:08:24.000Z,,,,,,,['https://pbs.twimg.com/media/Ftbc5xZX0AIjcGV?format=jpg&name=small'],https://twitter.com/eastafricatv/status/1645745610685927427
,,2023-04-03T23:09:25.000Z,,,,,,,['https://pbs.twimg.com/media/Fs01N15WwAEUd55?format=jpg&name=small'],https://twitter.com/kafangi/status/1643027954925031424
,,2023-04-12T08:43:25.000Z,,,😂,,,,['https://pbs.twimg.com/media/FtgFT_RXwAAphZZ?format=jpg&name=small'],https://twitter.com/Leroy_254/status/1646071512774987777
,,2023-04-03T13:41:38.000Z,,,👍 👍 👍,50,75,845,"['https://pbs.twimg.com/media/FsyzQmQWIAIgjH2?format=jpg&name=small', 'https://pbs.twimg.com/media/FsyzQmEXgAIuihl?format=jpg&name=small']",https://twitter.com/YaqutCQoumas/status/1642885070569750528
MTANZANIA ❁,@GilbertPaul95,2023-04-13T06:40:08.000Z,"MTANZANIA ❁
@GilbertPaul95
·
27m","Eden Hazard na Thorgan Hazard, miamba kutoka ubelgiji ambapo kwa sasa Eden akiwa ni mchezaji wa Real madrid na Thorgan akiwa ni mchezaji wa Dortmund, na kwa pamoja wamekua watu muhimu sana kwenye kikosi cha timu ya taifa ya Ubelgiji",,1,,4,"['https://pbs.twimg.com/media/FtkyrnrWYAEd6oD?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtkyryUXwAQ_AQ2?format=jpg&name=360x360']",https://twitter.com/GilbertPaul95/status/1646402872794333184
Real Nigger,@MrDepalitto7,2023-04-10T09:30:56.000Z,"Real Nigger
@MrDepalitto7
·
Apr 10","Kuweni makini aisee mtapigwa fasta fasta 

Watu wanatumia fursa 

Number Yangu ni 0627464863
Whatsap only",,,,,"['https://pbs.twimg.com/media/FtV8_n4XwAAp1hk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FtV9AI0XoAAuE2U?format=jpg&name=small']",https://twitter.com/MrDepalitto7/status/1645358692227751936
,,2023-04-09T14:42:57.000Z,,,💔 🤔 🤔 🙂,,,,['https://pbs.twimg.com/media/FtR61iiX0AQ9YI6?format=jpg&name=small'],https://twitter.com/Mad_genius1/status/1645074826506248195
,,2023-04-08T19:48:14.000Z,,,,,,,['https://pbs.twimg.com/media/FtN3FvEacAASTbe?format=jpg&name=small'],https://twitter.com/TanzaniaLeaks/status/1644789264461467649
,,2023-04-03T22:11:05.000Z,,,,,,1,['https://pbs.twimg.com/media/Fs0n3ayXgAM8DUr?format=jpg&name=small'],https://twitter.com/dimzaditya/status/1643013277062950912
My64impala,@comanchechiefIV,2023-04-09T23:40:12.000Z,"My64impala
@comanchechiefIV
·
Apr 10","Hivi kaka 
@Nnauye_Nape
 kichwani kwako unaona hiki kitendo cha kukanyanga miili ya wanawake walio hai ni sawa? Be honest! Hawa ni mama za watu, wake za watu, bibi za watu, dada za watu, n.k. Unaona ni sawa? Au ndiyo masharti ya kishirikina? ",👇,,,,['https://pbs.twimg.com/media/FtT1zdsX0AEnsI3?format=jpg&name=small'],https://twitter.com/comanchechiefIV/status/1645210030017323008
,,2023-04-04T20:09:51.000Z,,,🔰,,,,"['https://pbs.twimg.com/media/Fs5VsaCWIAExatD?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fs5Vs36X0AImmPj?format=jpg&name=small']",https://twitter.com/mbwana_mshindo/status/1643345153170571267
,,2023-04-11T18:31:39.000Z,,,,,,,['https://pbs.twimg.com/media/FtdCWvbX0CQgv-w?format=jpg&name=small'],https://twitter.com/kenedymosestz/status/1645857155516342272
,,2023-04-09T05:56:51.000Z,,,🤔 🤔 🤔,,,,['https://pbs.twimg.com/media/FtQCbFgWYAEGx0u?format=jpg&name=900x900'],https://twitter.com/CarenUswege/status/1644942431412994048
,,2023-04-10T12:43:08.000Z,,,,,,,['https://pbs.twimg.com/media/FtWpAVkWAAAjKua?format=jpg&name=360x360'],https://twitter.com/raphyrodrick/status/1645407064359837696
,,2023-04-10T18:48:53.000Z,,,,4,6,97,['https://pbs.twimg.com/media/FtX8t2PWYAAMbEL?format=jpg&name=small'],https://twitter.com/Okleth7ergo/status/1645499107472027649
kijana ya hustler,@RobertAmiani7,2023-04-12T06:05:11.000Z,"kijana ya hustler
@RobertAmiani7
·
Apr 12",Pesa ya  data Kila siku mnatoa wapi nyinyi watu ama Siri ni gani,📳,,,,['https://pbs.twimg.com/media/FtfhGOgXwAEVmD8?format=jpg&name=240x240'],https://twitter.com/RobertAmiani7/status/1646031690660478976
,,2023-04-12T20:11:52.000Z,,,,,,,['https://pbs.twimg.com/media/Ftii2ZsXgAEgVTR?format=jpg&name=small'],https://twitter.com/das_crazyyyyy/status/1646244764193550337
,,2023-04-11T09:36:36.000Z,,,,,,,['https://pbs.twimg.com/media/FtbH5meWwAIXYKv?format=jpg&name=small'],https://twitter.com/mrasgw/status/1645722509117980673
,,2023-04-07T07:29:50.000Z,,,,,,,['https://pbs.twimg.com/media/FtGEhRVWIAArQLf?format=jpg&name=small'],https://twitter.com/AlesandroJR/status/1644241056135774208
,,2023-04-04T07:43:08.000Z,,,,,,,"['https://pbs.twimg.com/media/Fs2qytPWcAAUFAd?format=jpg&name=small', 'https://pbs.twimg.com/media/Fs2qytNXwAMW38Z?format=jpg&name=small', 'https://pbs.twimg.com/media/Fs2qytQWIAAh9BK?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fs2qytQWAAASHF4?format=jpg&name=small']",https://twitter.com/MariaSTsehai/status/1643157238129864705
,,2023-04-03T22:10:40.000Z,,,,,,1,['https://pbs.twimg.com/media/Fs0nxULWYAAUCDi?format=jpg&name=small'],https://twitter.com/dnxzb/status/1643013172461203460
Real G,@Real_Gwestside,2023-04-11T09:02:36.000Z,"Real G
@Real_Gwestside
·
Apr 11","Replying to 
@AllanNyash",,,,,['https://pbs.twimg.com/media/FtbAHYcWAAAr-P4?format=jpg&name=small'],https://twitter.com/Real_Gwestside/status/1645713950720311299
,,2023-04-09T16:03:46.000Z,,,,,,,['https://pbs.twimg.com/media/FtSNVO5XwAQJED1?format=jpg&name=small'],https://twitter.com/jioni_sana/status/1645095167454576649
,,2023-04-10T19:17:44.000Z,,,,,,,['https://pbs.twimg.com/media/FtYBR2VaYAAP5o6?format=jpg&name=small'],https://twitter.com/AhmadFaezal4/status/1645506366780612608
,,2023-04-04T21:36:20.000Z,,,💎,,,,['https://pbs.twimg.com/media/Fs5pfZtWcAAJs1T?format=jpg&name=small'],https://twitter.com/siadevinci/status/1643366917716033539
,,2023-04-07T15:29:17.000Z,,,💎,20,17,199,['https://pbs.twimg.com/media/FtHyP9pWAAAHfX1?format=jpg&name=small'],https://twitter.com/siadevinci/status/1644361709845454848
GODWIN GWAVALE,@Godwin_Godwin3,2023-04-07T18:33:06.000Z,"GODWIN GWAVALE
@Godwin_Godwin3
·
Apr 7",,,,,,['https://pbs.twimg.com/media/FtIcTLYXoBsO5NL?format=jpg&name=small'],https://twitter.com/Godwin_Godwin3/status/1644407968702636041
,,2023-04-09T19:12:23.000Z,,,,,,,['https://pbs.twimg.com/media/FtS4f1_XwAUPyJE?format=jpg&name=small'],https://twitter.com/Gibson44178359/status/1645142632216100866
,,2023-04-03T22:15:11.000Z,,,🍓 ✨,,,,['https://pbs.twimg.com/media/Fs0ozPuaIAA2X1g?format=jpg&name=small'],https://twitter.com/strawbewhy/status/1643014308169924608
,,2023-04-03T17:29:41.000Z,,,⭐ 🙄,,,,['https://pbs.twimg.com/media/FszndZfXwBk4Iml?format=jpg&name=small'],https://twitter.com/Mwaxxx2/status/1642942458869825550
,,2023-04-07T12:39:30.000Z,,,,1,3,6,['https://pbs.twimg.com/media/FtHLYr5WYAUYtBi?format=jpg&name=small'],https://twitter.com/Raciiraychel/status/1644318985729474562
Deograsius Andrew,@Deodravis,2023-04-07T03:17:56.000Z,"Deograsius Andrew
@Deodravis
·
Apr 7","Mbona Mliweza kukemea, mkawatumbua viongozi walioaminika wabadhirifu. (Ambao baadhi yao  umewarudisha ofisini na wanatutusi mitandaoni unawaangalia tu.) ingawa mlisemwa kuwa mlinyima uhuru wa watu jambo ambalo ni kweli lakini si mliwajibisha. Mbona sasa kigugumizi Mama.?",,2,3,16,['https://pbs.twimg.com/media/FtFK3vvWwAERdVM?format=jpg&name=small'],https://twitter.com/Deodravis/status/1644177663525900290
,,2023-04-08T17:12:52.000Z,,,📌,,,,['https://pbs.twimg.com/media/FtNTAMNXoAQ9VWd?format=jpg&name=small'],https://twitter.com/mwendathuranira/status/1644750167264952320
,,2023-04-06T02:00:00.000Z,,,,,,,['https://pbs.twimg.com/media/Fs-YzX0WcAEl7-j?format=jpg&name=small'],https://twitter.com/Radio47KE/status/1643795660464967680
,,2023-04-05T14:00:11.000Z,,,,,,,['https://pbs.twimg.com/media/Fs9KatlWYAMhqbG?format=png&name=small'],https://twitter.com/ronah50/status/1643614515022512133
,,2023-04-03T17:48:44.000Z,,,,3,1,30,['https://pbs.twimg.com/media/Fszrz32WIAoQPbA?format=jpg&name=small'],https://twitter.com/ford_sony5/status/1642947255442325504
Mapung'o,@Mapungo2020,2023-04-06T21:44:05.000Z,"Mapung'o
@Mapungo2020
·
Apr 7",Haya mambo unaweza fikiri ni ndoto kumbe ni kweli yaani hayajapokelewa vipi meli ilizama au ndio haya kuna watu wanahonga mademu zao?,🚶 🚶 😢,,,,['https://pbs.twimg.com/media/FtD-dYMWYAMZBpj?format=jpg&name=small'],https://twitter.com/Mapungo2020/status/1644093647409881089
,,2023-04-08T13:43:40.000Z,,,✍ ✍,,,,['https://pbs.twimg.com/media/FtMjrEoWIAEwpAY?format=jpg&name=900x900'],https://twitter.com/immaculatepet14/status/1644697522303057920
,,2023-04-13T05:45:04.000Z,,,,,,,['https://pbs.twimg.com/media/FtkmFOpWcAEAZEG?format=jpg&name=small'],https://twitter.com/Iam_jac5/status/1646389015321427968
,,2023-04-11T16:40:44.000Z,,,😢,,,,['https://pbs.twimg.com/media/Ftco-aYWAA8J5RG?format=jpg&name=small'],https://twitter.com/franconjau_/status/1645829245833289729
,,2023-04-09T09:18:23.000Z,,,,,,,"['https://pbs.twimg.com/media/FtQwci8aMAAqg3C?format=jpg&name=small', 'https://pbs.twimg.com/media/FtQwdHlagAAY_lD?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1645810727465422848/1XRXyELb_mini.jpg']",https://twitter.com/thepatriotsasia/status/1644993149365018625
,,2023-04-03T16:56:43.000Z,,,,2,1,1,"['https://pbs.twimg.com/media/Fszf51iaYAAB7Ux?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fszf6RpaYAEE1ut?format=jpg&name=360x360']",https://twitter.com/_ardella_/status/1642934164554125312
Idrisa K Rubibi,@Rubibi_idrisa,2023-04-10T05:12:30.000Z,"Idrisa K Rubibi
@Rubibi_idrisa
·
Apr 10","“CCM kimekuwa chama kinachokandamiza watu wake na wana tuhuma za ufisadi wa mali za umma, serikali isiyowajibika dawa yake ni #KatibaMpya ikayowajibisha viongozi wazembe na mafisadi wa mali za umma ” — 
@DEUSDEDITHSOKA
 #KatibaMpya #WenyeNchiWananchi https://youtube.com/live/vpRxiiTYBNw?feature=share…",,,22,15,['https://pbs.twimg.com/media/FtVB20LWAAIqg2S?format=jpg&name=small'],https://twitter.com/Rubibi_idrisa/status/1645293656499273728
